id,label,available,residence_label,residence_address,residence_city,residence_postal_code,sector_label,lat,lon,area_min,area_max,rent_min,rent_max,occupation_type,adapted_pmr,high_demand,low_stock,url
2578,T5 PMR,False,Saclay-Eileen Gray,2 rue Sophie Germain 91400 Orsay,Orsay,91400,ORSAY,48.71138381958,2.1724588871002,80.06,80.06,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2578
2593,T1a,False,Boissy Saint Leger,4D Boulevard de la Gare 94470 Boissy Saint Leger,Boissy Saint Leger,94470,CRETEIL,48.753,2.506,17.02,17.92,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2593
2598,ARGONNE T1,False,ARGONNE,25/27 RUE DE L'ARGONNE PARIS 75019,,75019,Paris,48.894,2.382,18.0,28.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2598
2604,Studio Domo 1,False,Nanterre,8 allée de l'Université 92000 Nanterre,Nanterre,92000,NANTERRE,48.905,2.212,27.0,27.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2604
2605,T1,False,Orsay-Bures,"Les Rives de l'Yvette Bât 231-232, voie de la faculté / Bât 233, rue Pierre de Coubertin 91440 - BURES SUR YVETTE",- BURES SUR YVETTE,91440,ORSAY,48.7,2.164,12.38,18.1,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2605
2609,Aubervilliers T1,False,AUBERVILLIERS,"60/60bis, rue d Aubervilliers 75019 PARIS",PARIS,75019,Paris,48.888,2.368,19.0,23.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2609
2612,T2,False,Stains,38/42 rue du Chemin St Leger 93240 Stains,Stains,93240,SEINE-SAINT-DENIS_93,48.947,2.376,24.96,30.72,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2612
2618,Aubervilliers T1bis,False,AUBERVILLIERS,"60/60bis, rue d Aubervilliers 75019 PARIS",PARIS,75019,Paris,48.888,2.368,30.0,30.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2618
2623,Studio Domo 2,False,Nanterre,8 allée de l'Université 92000 Nanterre,Nanterre,92000,NANTERRE,48.905,2.212,22.0,26.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2623
2636,T1,False,Saclay-Jean d'Ormesson,"20, cour Pierre Vasseur 91120 - PALAISEAU",- PALAISEAU,91120,ORSAY,48.7167,2.25,18.01,18.85,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2636
2637,FRERES FLAVIEN T2,False,FRERES FLAVIEN,23-25 RUE DES FRERES FLAVIEN 75020 PARIS,PARIS,75020,Paris,48.875,2.413,8.2,12.2,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2637
2685,T1 PMR,False,Orsay-Bures,"Les Rives de l'Yvette Bât 231-232, voie de la faculté / Bât 233, rue Pierre de Coubertin 91440 - BURES SUR YVETTE",- BURES SUR YVETTE,91440,ORSAY,48.7,2.164,15.71,23.11,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2685
2693,BERTELOTTE T1,False,BERTELOTTE,28 RUE DU COLONEL PIERRE AVIA 75015 PARIS,PARIS,75015,Paris,48.831,2.277,17.0,20.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2693
2694,CASTAGNARY T1,False,CASTAGNARY,71 RUE CASTAGNARY 75015 PARIS,PARIS,75015,Paris,48.831,2.306,18.0,40.32,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2694
2696,BERTELOTTE T2,False,BERTELOTTE,28 RUE DU COLONEL PIERRE AVIA 75015 PARIS,PARIS,75015,Paris,48.831,2.277,14.5,20.5,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2696
2699,T1,False,Saclay-George Sand,"16, rue André Blanc Lapierre 91190 GIF-SUR-YVETTE",GIF-SUR-YVETTE,91190,ORSAY,48.7127843,2.161844,16.12,24.76,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2699
2700,T1 Colocation,False,Saclay-George Sand,"16, rue André Blanc Lapierre 91190 GIF-SUR-YVETTE",GIF-SUR-YVETTE,91190,ORSAY,48.7127843,2.161844,18.48,38.51,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2700
2701,T1',False,Saclay-George Sand,"16, rue André Blanc Lapierre 91190 GIF-SUR-YVETTE",GIF-SUR-YVETTE,91190,ORSAY,48.7127843,2.161844,20.64,26.15,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2701
2702,T4 Colocation,False,Saclay-George Sand,"16, rue André Blanc Lapierre 91190 GIF-SUR-YVETTE",GIF-SUR-YVETTE,91190,ORSAY,48.7127843,2.161844,57.63,58.73,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2702
2703,T4 Colocation PMR,False,Saclay-George Sand,"16, rue André Blanc Lapierre 91190 GIF-SUR-YVETTE",GIF-SUR-YVETTE,91190,ORSAY,48.7127843,2.161844,58.56,58.56,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2703
2704,T5 Colocation,False,Saclay-George Sand,"16, rue André Blanc Lapierre 91190 GIF-SUR-YVETTE",GIF-SUR-YVETTE,91190,ORSAY,48.7127843,2.161844,74.6,74.61,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2704
2705,T5 Colocation PMR,False,Saclay-George Sand,"16, rue André Blanc Lapierre 91190 GIF-SUR-YVETTE",GIF-SUR-YVETTE,91190,ORSAY,48.7127843,2.161844,66.44,66.44,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2705
2709,OBSERVATOIRE T1,False,OBSERVATOIRE,26 AVENUE DE L'OBSERVATOIRE 75014 PARIS,PARIS,75014,Paris,48.839,2.336,18.1,26.75,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2709
2710,FRERES FLAVIEN T2-2PL,False,FRERES FLAVIEN,23-25 RUE DES FRERES FLAVIEN 75020 PARIS,PARIS,75020,Paris,48.875,2.413,7.5,7.6,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2710
2790,T4 Colocation-3,False,VSQ-Le 71,"71, avenue de Saint-Cloud 78000 - VERSAILLES",- VERSAILLES,78000,VERSAILLES -ST-QUENTIN,48.805657019283,2.136321981501,58.9,82.59,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2790
2803,T1,False,Ivry-sur-Seine - Marthe Gautier,16 avenue de l'Industrie 94200 Ivry-sur-Seine,Ivry-sur-Seine,94200,CRETEIL,48.816,2.403,18.0,23.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2803
2814,T1 Couple,False,Ivry-sur-Seine - Marthe Gautier,16 avenue de l'Industrie 94200 Ivry-sur-Seine,Ivry-sur-Seine,94200,CRETEIL,48.816,2.403,29.0,38.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2814
2815,T1 PMR,False,Ivry-sur-Seine - Marthe Gautier,16 avenue de l'Industrie 94200 Ivry-sur-Seine,Ivry-sur-Seine,94200,CRETEIL,48.816,2.403,23.0,23.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2815
2819,T3 Duplex,False,Ivry-sur-Seine - Marthe Gautier,16 avenue de l'Industrie 94200 Ivry-sur-Seine,Ivry-sur-Seine,94200,CRETEIL,48.816,2.403,54.0,72.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2819
2856,T5 Colocation,False,Saclay-Eileen Gray,2 rue Sophie Germain 91400 Orsay,Orsay,91400,ORSAY,48.71138381958,2.1724588871002,76.9,80.11,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2856
2857,T5 Colocation PMR,False,Saclay-Eileen Gray,2 rue Sophie Germain 91400 Orsay,Orsay,91400,ORSAY,48.71138381958,2.1724588871002,80.06,80.06,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2857
2858,T1 PMR,False,Saclay-George Sand,"16, rue André Blanc Lapierre 91190 GIF-SUR-YVETTE",GIF-SUR-YVETTE,91190,ORSAY,48.7127843,2.161844,20.28,25.94,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2858
2859,T1 PMR,False,Saclay-Jean d'Ormesson,"20, cour Pierre Vasseur 91120 - PALAISEAU",- PALAISEAU,91120,ORSAY,48.7167,2.25,18.64,21.6,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2859
2860,T1',False,Saclay-Jean d'Ormesson,"20, cour Pierre Vasseur 91120 - PALAISEAU",- PALAISEAU,91120,ORSAY,48.7167,2.25,20.78,26.64,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2860
2861,T5 Colocation,False,Saclay-Jean d'Ormesson,"20, cour Pierre Vasseur 91120 - PALAISEAU",- PALAISEAU,91120,ORSAY,48.7167,2.25,65.4,73.57,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2861
2862,T5 Colocation DUPLEX,False,Saclay-Jean d'Ormesson,"20, cour Pierre Vasseur 91120 - PALAISEAU",- PALAISEAU,91120,ORSAY,48.7167,2.25,69.49,70.77,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2862
2866,T1,False,Evry-Le Bois Guillaume,18 rue du Bois Guillaume 91000 Evry Courcouronnes,Evry Courcouronnes,91000,EVRY,48.64,2.42,19.9,21.4,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2866
2867,T1 bis,False,Evry-Le Bois Guillaume,18 rue du Bois Guillaume 91000 Evry Courcouronnes,Evry Courcouronnes,91000,EVRY,48.64,2.42,25.6,27.4,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2867
2868,T2 Mezzanine,False,Evry-Le Bois Guillaume,18 rue du Bois Guillaume 91000 Evry Courcouronnes,Evry Courcouronnes,91000,EVRY,48.64,2.42,31.6,33.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2868
2873,T2 Duplex,False,Ivry-sur-Seine - Marthe Gautier,16 avenue de l'Industrie 94200 Ivry-sur-Seine,Ivry-sur-Seine,94200,CRETEIL,48.816,2.403,45.0,45.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2873
2909,T2 Colocation-2,False,VSQ-Le 71,"71, avenue de Saint-Cloud 78000 - VERSAILLES",- VERSAILLES,78000,VERSAILLES -ST-QUENTIN,48.805657019283,2.136321981501,28.76,28.76,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2909
2918,Studette EXTENSION,False,Evry-Flora Tristan,1 rue Jules Vales 91000 Evry,Evry,91000,EVRY,48.636,2.43,13.0,14.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2918
2919,T1 PMR,False,Evry-Flora Tristan,1 rue Jules Vales 91000 Evry,Evry,91000,EVRY,48.636,2.43,30.0,30.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2919
2928,T1,False,Cergy-Les Linandes Mauves,"1, place des Linandes Mauves 95000 CERGY",CERGY,95000,CERGY,49.043,2.071,14.02,24.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2928
2980,T1,False,HDB-Pierre Soulages,26 rue Lafontaine ZAC Jean Zay - 92160 Antony,Antony,92160,HAUTS-DE-BIEVRE,48.758,2.298,17.85,22.27,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2980
2987,CASTAGNARY T4,False,CASTAGNARY,71 RUE CASTAGNARY 75015 PARIS,PARIS,75015,Paris,48.831,2.306,80.0,80.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2987
2995,DUPLEX,False,VSQ-Les écuries Malaquais,3 avenue du Palais 92210 Saint-Cloud,Saint-Cloud,92210,VERSAILLES -ST-QUENTIN,48.863,2.288,26.88,43.62,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2995
2996,DUPLEX PARTAGE,False,VSQ-Les écuries Malaquais,3 avenue du Palais 92210 Saint-Cloud,Saint-Cloud,92210,VERSAILLES -ST-QUENTIN,48.863,2.288,43.62,43.62,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2996
2997,STUDIO,False,VSQ-Les écuries Malaquais,3 avenue du Palais 92210 Saint-Cloud,Saint-Cloud,92210,VERSAILLES -ST-QUENTIN,48.863,2.288,12.6,28.78,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2997
2998,STUDIO PARTAGE,False,VSQ-Les écuries Malaquais,3 avenue du Palais 92210 Saint-Cloud,Saint-Cloud,92210,VERSAILLES -ST-QUENTIN,48.863,2.288,0.0,0.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2998
2999,STUDIO PMR,False,VSQ-Les écuries Malaquais,3 avenue du Palais 92210 Saint-Cloud,Saint-Cloud,92210,VERSAILLES -ST-QUENTIN,48.863,2.288,15.67,16.14,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/2999
3000,TOLBIAC T1,False,JACQUES OUDIN,210-222 RUE DE TOLBIAC 75013 PARIS,PARIS,75013,Paris,48.826,2.345,16.6,29.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3000
3001,TOLBIAC T1BIS,False,JACQUES OUDIN,210-222 RUE DE TOLBIAC 75013 PARIS,PARIS,75013,Paris,48.826,2.345,31.3,31.6,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3001
3002,MOUZAIA DSE T1,False,MOUZAIA,58 - 60 BIS RUE MOUZAIA PARIS 75019,,75019,Paris,48.88,2.398,13.4,25.1,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3002
3003,T1,False,HDB-Rose Valland,48 avenue Gallieni 92160 Antony,Antony,92160,HAUTS-DE-BIEVRE,48.76,2.299,17.3,25.7,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3003
3004,T1,False,Orsay-Georges Charpak,Bâtiment 470 Domaine de l’université de Paris Saclay Rue du château 91400 Orsay,Orsay,91400,ORSAY,48.702,2.167,13.22,28.16,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3004
3005,T4 Colocation-3,False,Orsay-Georges Charpak,Bâtiment 470 Domaine de l’université de Paris Saclay Rue du château 91400 Orsay,Orsay,91400,ORSAY,48.702,2.167,59.19,59.23,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3005
3006,T5 Colocation-4,True,Orsay-Georges Charpak,Bâtiment 470 Domaine de l’université de Paris Saclay Rue du château 91400 Orsay,Orsay,91400,ORSAY,48.702,2.167,77.34,78.86,366.62,366.62,"alone, house_sharing",False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3006
3007,TOLBIAC T3,False,JACQUES OUDIN,210-222 RUE DE TOLBIAC 75013 PARIS,PARIS,75013,Paris,48.826,2.345,9.7,10.4,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3007
3011,MOUZAIA DSE T1Bis,False,MOUZAIA,58 - 60 BIS RUE MOUZAIA PARIS 75019,,75019,Paris,48.88,2.398,32.7,32.7,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3011
3013,GUYTON T1,False,GUYTON DE MORVEAU,10-12 RUE GUYTON DE MORVEAU 75013 PARIS,PARIS,75013,Paris,48.825,2.348,15.6,24.1,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3013
3018,MOUZAIA DSE T2,False,MOUZAIA,58 - 60 BIS RUE MOUZAIA PARIS 75019,,75019,Paris,48.88,2.398,9.0,10.5,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3018
3019,MOUZAIA DSE T3,False,MOUZAIA,58 - 60 BIS RUE MOUZAIA PARIS 75019,,75019,Paris,48.88,2.398,9.7,82.9,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3019
3020,GUYTON T1 PMR,False,GUYTON DE MORVEAU,10-12 RUE GUYTON DE MORVEAU 75013 PARIS,PARIS,75013,Paris,48.825,2.348,24.0,24.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3020
3023,METROPOLITAINE T1,False,LA METROPOLITAINE,2 Avenue de la Porte de Clichy 75017 Paris,Paris,75017,Paris,48.89,2.314,15.5,24.45,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3023
3037,Studio,False,Evry-Flora Tristan,1 rue Jules Vales 91000 Evry,Evry,91000,EVRY,48.636,2.43,16.0,25.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3037
3039,T1 Bis,False,Evry-Marguerite Yourcenar,15 rue André Lalande 91000 EVRY,EVRY,91000,EVRY,48.623,2.425,25.0,26.5,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3039
3054,T1 bis B,False,VSQ-Guyancourt - Vauban,"1, Boulevard d Alembert 78280 - GUYANCOURT",- GUYANCOURT,78280,VERSAILLES -ST-QUENTIN,48.78,2.044,36.74,36.74,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3054
3094,T2,False,VSQ-Le 71,"71, avenue de Saint-Cloud 78000 - VERSAILLES",- VERSAILLES,78000,VERSAILLES -ST-QUENTIN,48.805657019283,2.136321981501,49.4,49.4,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3094
3095,T3 Colocation-3,False,VSQ-Le 71,"71, avenue de Saint-Cloud 78000 - VERSAILLES",- VERSAILLES,78000,VERSAILLES -ST-QUENTIN,48.805657019283,2.136321981501,46.83,65.95,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3095
3100,T4 Colocation duplex-3,False,VSQ-Le 71,"71, avenue de Saint-Cloud 78000 - VERSAILLES",- VERSAILLES,78000,VERSAILLES -ST-QUENTIN,48.805657019283,2.136321981501,68.8,68.8,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3100
3101,Studio PMR,False,VSQ-Le 71,"71, avenue de Saint-Cloud 78000 - VERSAILLES",- VERSAILLES,78000,VERSAILLES -ST-QUENTIN,48.805657019283,2.136321981501,24.0,24.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3101
3102,Studio,False,VSQ-Le 71,"71, avenue de Saint-Cloud 78000 - VERSAILLES",- VERSAILLES,78000,VERSAILLES -ST-QUENTIN,48.805657019283,2.136321981501,15.9,15.9,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3102
3103,Studette,False,VSQ-Le 71,"71, avenue de Saint-Cloud 78000 - VERSAILLES",- VERSAILLES,78000,VERSAILLES -ST-QUENTIN,48.805657019283,2.136321981501,14.55,15.55,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3103
3104,T3 Colocation-2,False,VSQ-Le 71,"71, avenue de Saint-Cloud 78000 - VERSAILLES",- VERSAILLES,78000,VERSAILLES -ST-QUENTIN,48.805657019283,2.136321981501,32.5,48.91,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3104
3115,INVALIDES T1,False,CARRE INVALIDES,6 Rue Monsieur 75007 PARIS,PARIS,75007,Paris,48.85,2.316,16.1,69.47,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3115
3116,GERMAINE KRULL,False,XXXXX GERMAINE KRULL,14 / 16 RUE GERMAINE KRULL 75013 PARIS,PARIS,75013,Paris,48.863,2.288,18.0,27.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3116
3117,KRULL STUDIO,False,GERMAINE KRULL,14-16 RUE GERMAINE KRULL 75013 PARIS,PARIS,75013,Paris,48.863,2.288,18.02,27.15,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3117
3119,Studio,False,Villetaneuse - Gisèle Halimi,132 avenue de la Division Leclerc 93430 VILLETANEUSE,VILLETANEUSE,93430,SEINE-SAINT-DENIS_93,48.955,2.344,18.0,18.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3119
3120,Studio PMR,False,Villetaneuse - Gisèle Halimi,132 avenue de la Division Leclerc 93430 VILLETANEUSE,VILLETANEUSE,93430,SEINE-SAINT-DENIS_93,48.955,2.344,18.0,19.0,0.0,0.0,,True,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3120
3126,INVALIDES STUDETTE,False,CARRE INVALIDES,6 Rue Monsieur 75007 PARIS,PARIS,75007,Paris,48.85,2.316,14.2,15.9,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3126
3132,T1 bis,False,Clichy,71-73 rue Villeneuve 92110 CLICHY LA GARENNE,CLICHY LA GARENNE,92110,NANTERRE,48.907,2.315,0.0,0.0,0.0,0.0,,False,False,False,https://trouverunlogement.lescrous.fr/tools/42/accommodations/3132
